departamento,anio,poblacion_total,vif_fisica_consolidada,vif_psicologica_consolidada,vif_patrimonial_consolidada,tasa_fisica,tasa_psicologica,tasa_patrimonial,tasa_divorcios_10k,pct_educacion_superior,pct_uniones_hecho,pct_casados,pct_decision_mujer,pct_decision_hombre,tasa_desempleo,tasa_quehaceres_hogar,vif_predominante
Jutiapa,2013,488395,679,1040,142,13.902681231380337,21.294239294014066,2.907482672836536,6.1016185669386465,3.2240785955640465,18.29292383190202,31.48198207564825,21.452122603132732,28.17319961975558,2.486654972678975,34.31759158418804,Psicologica
Petén,2013,545600,692,962,188,12.683284457478006,17.631964809384165,3.4457478005865103,2.346041055718475,2.6312740959631578,25.729307591245863,27.000864473086562,15.554753309265944,26.384275972723625,2.383808815413777,34.4206944988141,Psicologica
Quetzaltenango,2013,799101,1367,1605,239,17.106723680736227,20.0850705980846,2.9908609800263046,3.166057857517385,11.881213795513238,14.36205967215194,35.293446209454956,19.169478922381742,23.14362523594349,2.004369156988077,30.54778198036686,Psicologica
Quiché,2013,949261,711,693,567,7.49003698666647,7.3004157971306105,5.97306747037959,1.25360675304263,1.5805467551475039,19.572474469846327,30.609735698753482,16.396780136351367,38.31978033583272,1.5600085043053045,36.256118930821835,Fisica
Retalhuleu,2013,326828,1210,1576,272,37.02253172922761,48.22108264897744,8.322420355661082,4.253001578812096,3.408938036430167,17.025846723470913,33.059992563232306,20.926036466247016,21.92316040807467,4.218354988535481,32.1626210250998,Psicologica
Sacatepéquez,2013,330469,1127,1600,183,34.10304748705627,48.41603902332745,5.5375844632930775,2.60236209750385,7.167719815620097,11.934820959037456,38.361871230741116,15.224706692478595,23.038445047877662,2.2762432493249327,22.35029208709506,Psicologica
San Marcos,2013,1032277,1555,1942,275,15.063786173672376,18.812779903068655,2.664013631999938,0.7362364946618011,2.9338896857478156,20.897340627985677,30.080213557592973,17.352008404764007,32.26850079040129,2.422489126531264,35.081320543934666,Psicologica
Santa Rosa,2013,396607,885,1252,160,22.314280887629316,31.567773639900455,4.034220273469707,1.7145436162246253,3.3948018644170395,21.22431830864855,28.435076555975343,20.540837504578196,26.000081390143652,2.98811013767209,31.783792187025757,Psicologica
Sololá,2013,421583,731,820,74,17.339408847130933,19.45049966436028,1.7552889941008059,0.9250847401342084,2.652163000644282,15.839384104460713,34.266737112234885,14.870279299589987,25.541135654794584,1.3471634567761472,31.370180813572528,Psicologica
Suchitepéquez,2013,554695,1620,2006,202,29.20523891507946,36.1640180639811,3.6416409017568214,3.677696752269265,3.1429394068764207,16.613649949014874,33.41787878432705,19.762368586286286,24.281551366058636,3.2982298902083795,31.63304190963398,Psicologica
Totonicapán,2013,418569,399,447,48,9.532478516086952,10.679242848849293,1.1467643327623402,1.6006918811474333,2.2779306737322997,10.932695910108462,37.53603309316432,15.848058815942215,28.365793886237583,1.4891246146944328,31.69004583459436,Psicologica
Zacapa,2013,245374,442,661,122,18.01331844449697,26.938469438489815,4.972001923594187,6.43915003219575,3.8874886849718675,22.96687717489367,26.262147183915452,23.702719073899583,27.594561852200833,3.5436566985071765,28.753328205431632,Psicologica
Alta Verapaz,2014,1215038,1884,2771,361,15.50568788795083,22.80587109209753,2.971100492330281,1.1275367519369766,2.070863560171225,18.382794624838862,34.81548474765405,12.244469152447406,32.76660567486408,2.142470175280189,36.34419139333063,Psicologica
Baja Verapaz,2014,299476,718,1072,157,23.975210033525222,35.7958567631463,5.242490216244374,3.7398656319705084,2.932476408021828,17.504230676248874,35.28054328476297,18.716821316706618,23.28426687057924,1.9486604869104616,33.063007826387135,Psicologica
Chimaltenango,2014,615776,1101,1779,405,17.879878397339294,28.89037572104142,6.577066985397288,1.8350828872836875,3.1773399014778327,9.358587598631967,39.7263094207709,14.75674865736615,20.614654227423642,1.4770505539521461,30.973856418257935,Psicologica
Chiquimula,2014,415063,306,412,83,7.372374796115288,9.926203973854571,1.9996964316260424,3.565723757598244,3.0157272659327985,20.84351438975461,27.39678706459148,22.093777841327807,28.37863105909786,2.3626738974620256,34.036707820765905,Psicologica
El Progreso,2014,176632,505,932,105,28.59051587481317,52.76507088183342,5.944562706644323,5.831332940803478,3.7996482035007437,20.29035110236445,30.243005048344312,20.840024427204668,23.44559292515776,3.426497159507105,30.695256024710073,Psicologica
Escuintla,2014,733181,408,464,31,5.5647923227688665,6.328587347462632,0.4228151029554776,3.5871087766867937,3.3783330875551325,23.93258951819256,27.491172313329677,19.911110628737642,22.055200408087956,5.183616048920911,30.007759429890275,Psicologica
Guatemala,2014,3015081,2897,5018,899,9.608365413731837,16.643002294134053,2.9816777725042876,6.566987752567842,12.215548422107702,15.032453685676117,33.034474029392534,21.314537028304706,21.00012884492517,3.3694119055547036,20.609889856091065,Psicologica
Huehuetenango,2014,1170669,931,1171,220,7.9527176341049435,10.002827443111588,1.8792673249227578,1.5717508535717613,2.3664469066767917,23.631981324773854,29.816399182958857,17.36016174915608,36.5771648770733,1.9342831472211524,38.4459069584633,Psicologica
Izabal,2014,408688,449,663,140,10.986375915123517,16.222644168656775,3.425596053713346,3.939435461770348,2.6535696605755366,25.093448594539492,25.184912299645262,20.854345578460954,27.173844238600637,3.377008039453142,30.873849662024593,Psicologica
Jalapa,2014,342923,486,838,38,14.172277741650458,24.436972731487824,1.1081204818574433,3.061911857763988,2.984230595230401,18.866085428858728,29.344547139208128,20.255077040344098,27.102956389176242,1.6277946150129574,34.04875788670401,Psicologica
Jutiapa,2014,488395,718,1170,163,14.701215204905864,23.956019205765827,3.337462504734897,6.818251620102581,3.2240785955640465,18.29292383190202,31.48198207564825,21.452122603132732,28.17319961975558,2.486654972678975,34.31759158418804,Psicologica
