departamento,anio,divorcios_total,vif_total,vif_sexo_hombres,vif_sexo_mujeres,vif_tipo_fisica,vif_tipo_fisica_patrimonial,vif_tipo_fisica_psicologica,vif_tipo_fisica_psicologica_patrimonial,vif_tipo_fisica_psicologica_sexual,vif_tipo_fisica_psicologica_sexual_patrimonial,vif_tipo_fisica_sexual,vif_tipo_fisica_sexual_patrimonial,vif_tipo_patrimonial,vif_tipo_psicologica,vif_tipo_psicologica_patrimonial,vif_tipo_psicologica_sexual,vif_tipo_psicologica_sexual_patrimonial,vif_tipo_sexual,vif_tipo_sexual_patrimonial,vif_edad_01,vif_edad_02,vif_edad_03,vif_edad_04,vif_edad_05,vif_edad_06,vif_edad_07,vif_edad_08,vif_edad_09,vif_edad_10,vif_edad_11,vif_edad_12,vif_edad_13,vif_edad_14,vif_edad_15,vif_edad_16,vif_edad_17,vif_edad_18,vif_edad_19,vif_edad_20,vif_edad_21,vif_edad_22,vif_edad_23,vif_edad_24,vif_edad_25,vif_edad_26,vif_edad_27,vif_edad_28,vif_edad_29,vif_edad_30,vif_edad_31,vif_edad_32,vif_edad_33,vif_edad_34,vif_edad_35,vif_edad_36,vif_edad_37,vif_edad_38,vif_edad_39,vif_edad_40,vif_edad_41,vif_edad_42,vif_edad_43,vif_edad_44,vif_edad_45,vif_edad_46,vif_edad_47,vif_edad_48,vif_edad_49,vif_edad_50,vif_edad_51,vif_edad_52,vif_edad_53,vif_edad_54,vif_edad_55,vif_edad_56,vif_edad_57,vif_edad_58,vif_edad_59,vif_edad_60,vif_edad_61,vif_edad_62,vif_edad_63,vif_edad_64,vif_edad_65,vif_edad_66,vif_edad_67,vif_edad_68,vif_edad_69,vif_edad_70,vif_edad_71,vif_edad_72,vif_edad_73,vif_edad_74,vif_edad_75,vif_edad_76,vif_edad_77,vif_edad_78,vif_edad_79,vif_edad_80,vif_edad_81,vif_edad_82,vif_edad_83,vif_edad_84,vif_edad_85,vif_edad_86,vif_edad_87,vif_edad_88,vif_edad_89,vif_edad_90,vif_edad_91,vif_edad_92,vif_edad_93,vif_edad_94,vif_edad_95,vif_edad_96,vif_edad_97,vif_edad_98,vif_edad_99
Quiché,2012,,10,1,9,0,0,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retalhuleu,2012,,18,2,16,0,0,9,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacatepéquez,2012,,30,4,26,2,0,13,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,1,0,2,2,0,0,2,2,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Marcos,2012,,48,3,45,3,0,19,3,0,1,0,0,3,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,1,1,3,2,2,0,0,0,2,2,0,1,2,2,1,3,2,2,0,1,1,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Santa Rosa,2012,,20,3,17,2,0,6,1,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,1,0,0,0,1,2,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sololá,2012,,14,1,13,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suchitepéquez,2012,,41,4,37,4,0,19,1,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,5,2,1,1,4,1,6,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Totonicapán,2012,,12,1,11,2,0,6,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zacapa,2012,,13,1,12,1,0,6,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alta Verapaz,2013,119.0,3329,379,2950,475,11,1259,157,27,8,10,0,9,1161,182,8,3,18,1,3,2,0,0,2,0,2,4,3,5,6,11,8,15,36,50,78,91,100,108,106,124,128,140,118,131,138,163,102,136,96,137,111,74,112,79,86,90,64,70,48,57,50,32,26,25,23,32,27,32,18,22,17,13,14,8,12,17,5,14,6,12,5,5,5,7,3,5,2,3,2,5,3,1,1,1,2,2,2,3,1,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,24
Baja Verapaz,2013,98.0,1174,130,1044,118,4,475,72,8,2,0,1,8,402,79,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,6,15,13,35,28,36,45,37,69,45,53,54,37,43,46,48,46,31,41,33,17,35,25,28,27,17,23,14,8,11,21,12,11,5,12,8,9,3,10,6,6,4,4,6,4,5,5,0,3,6,2,8,3,0,3,2,0,3,2,0,2,4,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Chimaltenango,2013,64.0,1714,136,1578,77,9,637,189,19,21,7,2,2,623,118,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,16,31,42,46,65,41,61,70,66,78,59,58,73,51,69,64,60,49,51,55,35,50,36,38,40,21,39,32,27,23,18,15,27,14,14,13,14,16,7,11,7,10,10,6,10,4,6,8,2,4,4,0,2,2,4,1,1,0,1,2,2,2,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Chiquimula,2013,87.0,439,46,393,52,1,217,22,10,0,2,0,0,112,21,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,2,2,2,5,5,6,13,9,12,14,20,18,14,27,14,9,23,22,14,19,9,15,6,13,5,6,7,8,9,7,9,7,6,5,3,3,1,5,9,4,5,1,2,1,3,3,1,1,2,3,1,2,1,0,0,1,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13
El Progreso,2013,72.0,1126,180,946,72,6,410,88,14,7,0,0,17,441,58,6,2,5,0,1,1,0,0,0,1,0,2,0,3,0,1,9,4,11,18,36,24,36,37,44,50,47,42,43,34,34,38,35,62,20,25,35,30,24,23,35,32,14,24,16,21,17,14,16,12,10,12,12,9,4,8,9,7,4,3,6,3,7,5,3,2,4,3,1,0,3,1,3,2,1,1,2,4,1,0,1,1,3,0,0,2,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,12
Escuintla,2013,153.0,780,53,727,118,5,403,16,7,2,1,0,4,202,18,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,3,5,8,1,16,15,22,17,27,30,44,45,33,33,33,29,36,35,36,19,37,20,19,21,18,12,19,12,11,10,14,3,8,6,9,9,3,6,7,4,6,3,3,6,1,0,5,1,3,0,1,1,1,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Guatemala,2013,1803.0,6379,543,5836,410,18,2338,431,108,55,10,1,84,2410,463,32,11,7,1,0,0,0,2,0,1,0,0,1,4,3,3,5,5,21,25,78,96,139,175,192,212,236,258,259,269,230,272,251,299,239,281,223,215,197,168,143,136,146,127,108,124,98,71,89,63,69,76,54,53,34,39,43,31,26,26,33,30,20,18,16,24,22,15,19,10,15,9,4,14,2,8,7,5,10,12,6,4,4,3,6,5,4,0,0,1,1,2,0,2,1,0,1,0,0,0,0,0,131
Huehuetenango,2013,125.0,1850,128,1722,325,9,786,251,25,14,4,0,4,315,108,6,0,3,0,0,0,0,1,0,0,1,3,1,1,2,1,3,7,11,26,53,72,49,62,58,70,82,76,77,55,62,71,56,81,52,55,57,42,62,53,30,44,37,44,17,30,25,14,28,18,18,15,23,8,13,10,13,12,9,5,4,4,8,10,5,8,9,2,7,5,6,4,2,1,3,2,6,8,4,0,3,3,2,2,0,1,3,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,19
Izabal,2013,123.0,814,76,738,2,1,440,115,25,13,0,0,0,143,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,11,27,26,24,34,34,30,45,37,24,35,46,38,57,23,16,25,27,23,18,27,20,21,20,14,14,8,8,7,5,2,4,2,7,4,2,5,3,0,1,2,1,1,4,5,2,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalapa,2013,98.0,836,61,775,107,2,282,15,6,2,2,0,8,390,15,3,0,4,0,0,0,0,0,1,1,1,0,0,0,1,0,3,5,6,16,17,26,28,19,28,35,53,25,33,35,40,24,22,22,16,30,19,22,31,20,17,22,10,16,10,13,21,8,12,5,13,9,7,7,7,7,3,7,10,1,6,4,4,6,2,1,3,0,3,1,4,2,1,2,0,0,0,1,1,0,0,1,2,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Jutiapa,2013,298.0,1168,103,1065,117,0,458,84,14,5,1,0,6,425,44,7,3,4,0,0,0,0,0,0,0,0,1,0,2,0,2,2,9,9,26,27,39,28,28,22,42,52,45,41,31,44,48,29,41,24,30,34,22,20,26,29,26,31,33,11,26,18,9,16,8,14,11,11,12,14,8,7,8,11,3,4,7,1,6,7,4,5,3,8,7,2,8,3,2,1,3,1,4,2,3,3,0,2,0,1,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,45
Petén,2013,128.0,1085,72,1013,101,9,455,95,17,15,0,0,7,309,59,10,2,5,1,0,0,0,1,0,0,0,0,0,3,1,0,4,4,14,18,33,38,36,40,36,42,50,41,58,32,40,55,51,35,40,42,22,29,26,15,23,18,20,24,13,17,12,13,7,11,11,14,7,3,6,10,10,5,5,3,5,4,3,4,2,4,3,1,2,0,0,3,0,2,0,1,1,1,2,1,0,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Quetzaltenango,2013,253.0,2037,156,1881,397,10,819,104,14,22,1,0,22,562,79,3,2,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,5,16,35,48,50,70,70,59,74,104,82,82,63,79,74,66,93,40,74,73,62,55,31,50,59,36,40,27,40,34,23,28,15,28,26,16,19,11,17,19,6,9,5,12,6,7,6,4,5,2,0,6,1,5,0,2,1,0,3,1,3,2,1,2,7,1,2,1,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,33
Quiché,2013,119.0,742,21,721,41,1,108,546,1,13,1,0,3,21,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,4,30,23,28,19,35,36,33,34,30,20,27,25,34,21,41,26,24,24,20,15,26,10,21,9,20,8,10,7,6,7,9,2,14,2,4,4,6,3,3,0,1,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Retalhuleu,2013,139.0,1657,152,1505,54,3,915,177,34,23,4,0,13,367,55,4,1,7,0,1,3,1,1,2,0,2,4,0,7,2,3,6,8,16,16,36,38,53,63,56,60,65,68,73,53,74,60,61,76,50,74,50,37,49,31,47,38,31,31,17,30,19,25,18,16,15,16,13,13,7,10,11,10,8,8,5,6,4,6,3,7,4,4,4,3,0,1,2,0,0,2,2,0,4,0,0,1,1,1,1,2,3,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,3
Sacatepéquez,2013,86.0,1764,197,1567,147,3,851,98,19,9,0,0,8,552,63,6,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,3,5,14,15,25,47,45,54,70,71,96,71,85,50,60,68,53,75,62,73,53,45,51,43,35,42,21,39,37,48,23,19,25,12,13,15,16,18,11,13,15,6,11,10,8,7,5,6,2,6,3,8,4,3,4,2,2,4,3,2,2,0,2,1,0,0,2,1,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16
San Marcos,2013,76.0,2338,193,2145,356,3,1032,130,28,2,2,2,25,629,112,8,1,8,0,0,0,0,0,0,0,1,0,1,0,3,2,4,8,12,27,39,55,57,71,78,89,115,92,93,82,95,97,66,92,65,73,64,69,53,61,63,58,34,53,39,40,50,29,27,19,26,23,26,26,15,18,27,23,15,8,7,18,9,8,10,8,9,5,4,5,5,10,2,5,4,1,4,3,6,3,3,3,1,2,2,2,5,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,6
Santa Rosa,2013,68.0,1442,86,1356,183,0,575,103,16,8,0,0,5,502,44,4,0,2,0,0,0,0,1,0,1,1,0,0,1,1,3,3,3,15,25,37,31,63,71,50,53,71,45,56,50,62,52,44,76,42,30,39,34,31,37,28,39,21,28,31,29,21,14,13,12,15,14,11,17,5,12,8,7,3,7,5,5,7,6,1,4,2,2,4,2,1,1,0,0,0,5,4,2,2,1,1,2,0,0,0,3,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,13
Sololá,2013,39.0,1070,113,957,242,2,431,37,18,1,0,0,5,300,29,4,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,4,12,22,23,33,30,28,48,39,30,30,41,33,40,37,51,33,36,33,30,37,30,29,28,23,21,15,24,14,10,19,10,5,13,13,19,6,8,3,10,12,3,9,5,2,4,1,3,5,8,4,2,2,5,0,2,1,1,3,0,1,4,1,0,0,2,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,8
Suchitepéquez,2013,204.0,2458,220,2238,406,8,1104,75,16,3,8,0,18,707,95,5,1,10,2,0,0,1,1,0,0,1,1,0,4,0,2,6,7,26,48,71,85,100,89,81,102,94,92,87,78,83,94,83,104,59,77,83,65,57,65,63,55,45,55,36,46,35,31,32,27,18,15,20,22,13,18,15,8,12,5,12,11,11,6,3,4,10,5,3,1,2,2,1,7,0,3,3,5,3,3,3,2,0,3,0,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,30
Totonicapán,2013,67.0,559,84,475,111,1,245,34,5,3,0,0,0,149,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,12,14,18,20,37,20,26,25,25,15,27,18,17,20,11,21,16,13,20,8,15,12,11,15,10,13,4,6,9,11,4,5,3,2,7,9,0,3,4,3,2,5,4,1,0,0,2,2,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zacapa,2013,158.0,746,75,671,75,2,300,56,5,3,1,0,5,240,55,2,0,1,1,0,2,0,0,0,1,0,0,0,0,0,3,1,6,8,10,17,20,24,31,32,31,35,32,38,25,27,35,22,20,22,34,20,21,18,15,11,8,11,10,20,6,9,4,7,4,13,13,5,5,7,5,4,3,3,1,1,2,4,1,0,1,0,3,3,2,3,2,1,0,1,1,2,2,2,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8
Alta Verapaz,2014,137.0,3193,363,2830,363,14,1339,133,25,6,4,0,13,1062,190,12,4,27,1,1,2,1,1,2,2,1,1,2,3,3,2,13,22,24,39,88,89,105,108,96,120,110,106,136,116,112,131,113,156,89,133,108,103,83,82,74,71,66,84,51,52,44,34,46,20,29,29,13,32,20,25,15,12,14,9,17,9,10,17,4,11,7,4,7,5,3,9,0,6,3,2,1,1,0,3,3,3,1,0,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16
Baja Verapaz,2014,112.0,1225,103,1122,137,4,484,82,6,5,0,0,8,428,57,10,0,3,1,1,1,2,0,1,1,0,1,0,1,2,0,2,6,6,20,38,36,48,60,44,53,47,40,49,43,41,33,44,39,34,48,28,35,25,24,23,18,16,23,21,25,16,12,17,5,11,11,11,17,12,12,5,11,5,4,7,1,5,9,3,0,5,7,5,5,0,2,2,2,0,1,0,2,2,0,2,3,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,26
Chimaltenango,2014,113.0,1900,138,1762,106,3,717,218,22,32,3,0,7,635,143,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,24,35,56,73,52,68,66,68,64,85,82,72,86,55,63,77,56,71,54,57,43,44,55,32,35,36,43,37,24,26,12,20,27,16,16,12,19,11,8,12,4,9,6,9,6,3,4,5,4,9,2,1,3,3,3,2,2,2,1,2,0,1,5,1,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6
Chiquimula,2014,148.0,452,38,414,35,1,192,61,13,3,1,0,1,125,17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,14,10,17,18,14,18,17,21,24,15,13,18,14,12,15,13,17,9,12,10,16,8,11,7,5,7,11,4,4,4,5,4,3,4,4,2,2,2,3,3,0,2,2,1,1,0,0,2,1,0,1,2,2,0,0,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
El Progreso,2014,103.0,1066,180,886,104,2,344,44,7,2,2,0,14,490,39,4,2,10,2,0,1,0,2,1,1,0,1,3,0,2,4,2,6,11,22,25,26,36,34,31,34,46,45,33,41,24,27,33,43,30,28,40,28,36,22,32,26,20,17,10,19,15,12,13,13,7,11,7,11,5,10,5,8,7,8,9,6,3,7,0,5,4,1,2,6,3,2,0,7,1,0,0,2,0,3,1,3,1,3,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,17
Escuintla,2014,263.0,552,31,521,76,4,297,17,10,2,2,0,2,132,6,0,0,4,0,2,3,2,2,0,5,1,2,2,0,0,0,1,2,9,9,24,21,22,21,10,34,16,28,25,24,20,21,19,23,15,15,16,16,20,14,4,13,9,12,6,2,8,2,2,5,2,9,4,0,0,1,3,2,2,2,4,2,1,2,0,1,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Guatemala,2014,1980.0,5547,466,5081,413,5,1989,386,60,34,10,0,96,2141,375,30,3,5,0,0,1,0,2,0,0,1,1,0,1,0,1,7,6,13,27,62,95,134,133,167,209,194,262,223,202,204,195,204,220,175,233,201,198,162,172,154,160,127,126,84,81,75,94,75,58,69,58,42,44,24,40,44,20,31,23,19,29,22,22,6,20,21,5,14,9,13,6,11,7,5,8,6,6,5,7,0,3,3,2,4,6,3,2,0,3,0,2,1,2,0,0,0,0,0,0,0,0,141
Huehuetenango,2014,184.0,1358,139,1219,169,3,625,115,9,6,3,1,7,313,88,15,0,4,0,0,0,0,0,0,0,1,0,0,2,0,3,2,4,15,17,39,36,39,46,51,57,46,48,62,52,43,54,40,55,38,39,35,47,36,37,34,30,23,31,19,24,16,19,24,18,11,11,5,9,10,6,6,11,5,3,6,4,4,10,0,2,6,4,6,2,1,4,3,6,2,1,4,1,2,5,1,1,1,3,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,13
Izabal,2014,161.0,666,42,624,0,1,324,82,34,8,0,0,2,167,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,8,12,25,16,32,28,21,26,23,30,31,22,23,26,34,22,24,25,21,14,11,14,14,10,18,12,11,13,8,10,3,8,6,3,6,3,4,1,2,2,1,3,2,1,5,4,1,2,0,3,1,2,1,0,0,0,0,1,1,2,1,1,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Jalapa,2014,105.0,973,91,882,124,3,339,14,5,0,1,0,4,455,17,8,0,3,0,1,0,0,0,1,0,0,1,1,1,1,1,1,5,20,18,27,33,24,39,45,41,34,50,35,30,31,31,38,33,17,22,32,27,19,11,22,18,19,24,11,17,14,12,10,10,9,11,7,11,3,3,10,6,8,3,6,3,5,6,0,5,5,8,4,4,3,2,5,3,0,4,3,1,1,0,2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jutiapa,2014,333.0,1306,185,1121,125,0,490,79,12,9,3,0,7,505,67,8,0,0,1,0,0,0,0,0,0,1,0,0,1,2,3,8,4,12,18,25,27,36,41,37,51,45,54,53,56,53,59,37,35,32,34,30,38,39,32,29,28,20,25,17,19,17,15,14,16,13,20,10,9,7,5,8,5,9,4,8,11,0,7,2,6,8,3,4,3,5,3,6,6,2,4,1,4,4,3,0,2,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,55
Petén,2014,133.0,980,67,913,116,3,398,84,19,7,2,1,2,292,35,9,1,10,1,1,0,0,0,1,0,1,2,2,2,0,1,8,8,9,20,27,29,30,38,33,35,43,42,42,47,23,29,39,32,33,30,28,23,36,27,19,29,28,14,10,14,18,11,14,5,12,11,11,5,3,7,4,9,6,3,1,0,3,5,1,1,2,2,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quetzaltenango,2014,382.0,1685,112,1573,382,10,659,86,18,18,6,0,9,444,40,4,1,8,0,0,0,0,2,0,1,0,1,0,2,0,2,3,6,10,16,36,57,74,85,62,71,73,64,90,60,57,75,48,61,42,62,44,50,42,49,25,33,22,31,18,27,25,23,18,13,13,18,12,10,6,10,14,9,5,12,7,2,5,8,7,5,5,2,2,3,1,1,2,3,0,3,2,3,1,2,0,1,2,2,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,20
Quiché,2014,157.0,1166,100,1066,102,1,176,781,8,22,0,0,21,48,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,40,33,46,41,49,46,50,35,50,43,44,38,46,29,56,38,32,46,30,26,36,24,31,21,29,12,18,22,12,11,15,10,8,9,9,7,4,3,4,8,4,0,2,2,5,6,3,5,2,4,5,0,1,1,2,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retalhuleu,2014,140.0,1676,178,1498,106,3,942,140,26,20,3,0,9,356,38,4,0,28,1,7,2,8,7,4,6,10,5,7,12,4,6,13,24,19,21,33,46,46,53,61,71,64,64,68,60,63,56,68,53,33,46,51,53,45,45,29,32,31,43,18,22,27,14,14,11,20,18,18,13,6,8,13,11,7,4,2,6,5,9,8,6,5,5,1,2,2,3,7,2,2,1,2,0,2,0,3,1,0,0,1,2,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Sacatepéquez,2014,137.0,1565,160,1405,164,5,768,65,16,3,5,1,2,496,28,8,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,9,16,38,31,38,51,56,57,47,60,73,36,60,64,53,67,66,56,58,38,59,37,54,36,27,36,32,26,20,14,15,5,7,11,14,18,11,13,6,9,12,5,9,13,7,4,9,2,7,3,8,7,3,2,2,4,1,2,3,1,4,1,1,2,1,2,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,12
San Marcos,2014,190.0,2167,184,1983,325,5,878,137,24,16,2,1,18,615,131,6,4,5,0,0,1,1,0,0,1,0,0,1,2,2,4,4,14,18,28,50,53,83,62,51,78,87,72,80,66,65,67,77,89,54,73,75,78,50,55,42,59,49,39,38,42,41,25,39,25,27,24,24,20,10,25,15,10,11,13,8,5,12,15,6,5,13,4,10,9,3,3,3,4,2,2,1,0,8,1,2,3,2,3,2,0,3,3,3,0,1,0,0,2,1,2,0,0,0,0,0,0,7
Santa Rosa,2014,131.0,1307,96,1211,91,2,515,161,15,9,2,0,7,388,108,7,2,0,0,0,1,1,0,1,0,1,0,2,1,1,0,5,8,15,20,38,31,46,47,49,51,60,50,47,52,50,57,54,37,33,50,34,39,41,26,31,34,19,29,17,17,14,18,16,3,13,17,18,8,9,15,6,8,7,7,6,2,2,10,3,3,1,5,2,1,0,0,1,1,0,2,0,2,4,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sololá,2014,59.0,977,74,903,232,3,379,38,9,0,0,0,6,277,32,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,1,13,22,29,27,24,32,40,34,34,36,29,39,33,34,44,21,36,28,32,38,21,26,28,17,28,18,14,14,12,23,4,11,10,11,10,3,6,6,5,5,5,7,5,5,1,2,9,2,4,4,2,2,3,3,4,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Suchitepéquez,2014,190.0,2495,301,2194,197,8,1144,117,17,6,2,0,22,846,128,4,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,1,8,13,22,54,69,79,84,88,100,109,75,101,104,94,102,106,84,59,84,92,71,79,80,75,63,46,61,20,36,48,25,26,26,22,26,20,12,13,9,23,17,13,11,9,12,8,9,10,6,5,8,5,6,8,3,4,5,0,5,2,7,4,3,2,1,0,5,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7
