departamento,anio,divorcios_total,vif_total,vif_sexo_hombres,vif_sexo_mujeres,vif_tipo_fisica,vif_tipo_fisica_patrimonial,vif_tipo_fisica_psicologica,vif_tipo_fisica_psicologica_patrimonial,vif_tipo_fisica_psicologica_sexual,vif_tipo_fisica_psicologica_sexual_patrimonial,vif_tipo_fisica_sexual,vif_tipo_fisica_sexual_patrimonial,vif_tipo_patrimonial,vif_tipo_psicologica,vif_tipo_psicologica_patrimonial,vif_tipo_psicologica_sexual,vif_tipo_psicologica_sexual_patrimonial,vif_tipo_sexual,vif_tipo_sexual_patrimonial,vif_edad_01,vif_edad_02,vif_edad_03,vif_edad_04,vif_edad_05,vif_edad_06,vif_edad_07,vif_edad_08,vif_edad_09,vif_edad_10,vif_edad_11,vif_edad_12,vif_edad_13,vif_edad_14,vif_edad_15,vif_edad_16,vif_edad_17,vif_edad_18,vif_edad_19,vif_edad_20,vif_edad_21,vif_edad_22,vif_edad_23,vif_edad_24,vif_edad_25,vif_edad_26,vif_edad_27,vif_edad_28,vif_edad_29,vif_edad_30,vif_edad_31,vif_edad_32,vif_edad_33,vif_edad_34,vif_edad_35,vif_edad_36,vif_edad_37,vif_edad_38,vif_edad_39,vif_edad_40,vif_edad_41,vif_edad_42,vif_edad_43,vif_edad_44,vif_edad_45,vif_edad_46,vif_edad_47,vif_edad_48,vif_edad_49,vif_edad_50,vif_edad_51,vif_edad_52,vif_edad_53,vif_edad_54,vif_edad_55,vif_edad_56,vif_edad_57,vif_edad_58,vif_edad_59,vif_edad_60,vif_edad_61,vif_edad_62,vif_edad_63,vif_edad_64,vif_edad_65,vif_edad_66,vif_edad_67,vif_edad_68,vif_edad_69,vif_edad_70,vif_edad_71,vif_edad_72,vif_edad_73,vif_edad_74,vif_edad_75,vif_edad_76,vif_edad_77,vif_edad_78,vif_edad_79,vif_edad_80,vif_edad_81,vif_edad_82,vif_edad_83,vif_edad_84,vif_edad_85,vif_edad_86,vif_edad_87,vif_edad_88,vif_edad_89,vif_edad_90,vif_edad_91,vif_edad_92,vif_edad_93,vif_edad_94,vif_edad_95,vif_edad_96,vif_edad_97,vif_edad_98,vif_edad_99
Totonicapán,2014,88.0,634,76,558,115,1,274,31,8,2,0,0,4,185,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,7,13,15,14,31,29,39,29,20,30,18,25,28,11,35,23,22,21,15,17,16,18,8,6,8,9,6,7,7,5,6,9,5,5,9,3,8,2,3,5,3,1,4,1,4,1,3,0,0,5,1,2,1,1,0,2,3,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zacapa,2014,146.0,700,54,646,107,1,289,33,11,0,2,0,3,223,24,2,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,0,3,5,13,19,16,26,19,27,24,35,28,41,20,29,20,20,26,12,21,16,17,21,15,14,15,9,17,11,12,9,11,9,6,4,10,9,4,2,3,8,8,6,5,2,0,3,3,4,0,1,2,2,1,2,2,0,2,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
Alta Verapaz,2015,181.0,3500,463,3037,448,6,1403,128,16,4,2,0,12,1258,183,21,0,18,1,5,0,1,2,1,3,6,3,6,6,2,9,9,22,37,35,68,94,118,132,132,163,137,141,184,143,125,130,122,140,100,117,120,109,123,77,87,74,58,85,44,47,51,36,39,22,21,19,28,30,15,11,14,15,13,12,12,12,9,16,8,14,10,7,4,8,10,4,5,4,1,3,0,4,4,2,0,1,2,1,0,2,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,7
Baja Verapaz,2015,134.0,853,64,789,104,2,354,32,8,2,2,0,2,299,41,6,0,1,0,0,0,1,0,1,0,0,3,1,0,1,1,5,9,6,17,21,27,31,27,19,40,21,43,26,36,30,24,23,35,23,35,25,21,24,19,15,13,15,21,12,9,15,13,10,9,6,8,6,13,4,8,7,6,8,1,4,1,2,3,2,2,2,2,2,4,1,1,6,0,1,2,2,1,3,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
Chimaltenango,2015,154.0,1819,177,1642,112,4,817,160,19,45,5,1,7,557,77,9,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,11,38,49,53,56,67,77,62,68,64,70,70,76,57,68,54,62,52,56,57,45,43,50,34,41,28,32,32,32,35,16,15,21,25,24,9,9,8,9,15,5,10,10,8,11,4,4,7,6,3,1,2,4,2,5,3,2,2,2,2,2,1,2,2,1,1,1,3,1,3,0,0,3,1,0,1,0,0,0,0,0,0,0,3
Chiquimula,2015,187.0,395,30,365,58,1,133,39,1,4,1,0,1,141,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,10,7,14,14,15,21,11,9,16,13,15,13,14,16,12,16,11,18,13,9,7,15,4,7,4,6,3,7,2,2,4,0,4,2,0,4,2,3,5,2,1,5,0,2,2,0,1,1,1,1,2,2,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
El Progreso,2015,123.0,875,165,710,91,6,289,30,4,3,0,0,9,404,34,4,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,2,5,6,8,18,26,21,29,26,31,34,37,39,35,25,36,27,26,11,20,26,22,19,16,26,15,21,18,10,14,18,13,17,6,13,13,8,6,6,7,9,5,8,7,5,6,6,8,4,4,0,2,2,2,3,4,0,4,1,3,0,2,0,1,0,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,18
Escuintla,2015,391.0,442,29,413,48,0,236,23,7,3,0,1,2,112,6,1,0,3,0,0,0,1,0,2,1,3,0,0,1,1,0,0,1,4,4,11,13,19,24,25,34,23,20,19,15,15,12,15,22,18,16,8,15,14,8,11,9,6,7,3,2,3,6,0,2,1,1,2,2,1,1,3,3,5,0,1,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2015,2707.0,6164,577,5587,525,10,2048,304,66,37,13,2,225,2579,288,40,7,19,1,0,2,0,0,1,2,3,3,2,4,3,4,3,11,10,46,57,100,135,201,187,196,239,249,252,246,238,244,219,253,213,231,208,185,214,176,151,185,149,144,92,116,91,72,93,66,68,48,54,36,41,39,44,32,35,22,22,29,30,31,19,28,23,13,15,4,12,9,12,8,6,11,4,7,8,5,3,4,4,3,2,4,7,0,4,1,3,2,2,0,1,2,0,0,1,0,0,1,109
Huehuetenango,2015,219.0,1006,147,859,145,3,485,64,6,1,1,5,5,230,51,6,2,2,0,0,0,0,1,0,1,1,1,0,2,0,2,5,5,12,16,20,20,29,29,32,28,43,29,30,25,45,42,37,40,36,32,16,23,35,22,26,28,20,19,14,21,16,10,21,7,10,12,10,7,6,11,8,2,5,5,7,7,1,4,1,4,5,4,6,2,2,4,1,4,2,4,3,0,2,2,4,2,1,3,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,8
Izabal,2015,193.0,580,42,538,0,0,255,86,17,6,0,0,1,174,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,9,16,20,28,25,31,32,27,20,21,23,21,25,29,12,23,12,16,21,19,14,17,10,12,7,12,4,3,1,7,7,3,0,5,0,4,2,3,1,0,3,3,0,1,2,0,1,2,1,2,1,1,3,1,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jalapa,2015,136.0,717,59,658,57,0,307,12,7,0,2,0,7,304,17,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,3,3,6,15,29,14,29,37,27,34,36,27,38,20,26,8,17,20,16,20,22,21,18,17,21,12,15,15,10,11,12,10,5,8,8,5,2,12,2,7,2,2,4,5,5,1,3,2,1,2,0,1,2,3,1,1,2,1,0,3,0,0,1,1,3,1,1,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Jutiapa,2015,337.0,836,98,738,57,0,374,49,4,3,3,0,4,311,26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,6,18,25,30,41,37,33,15,28,37,21,50,28,27,21,27,23,18,17,15,14,16,11,16,7,16,15,8,13,12,11,8,6,6,11,13,4,10,9,7,5,8,3,10,3,1,4,3,1,2,4,2,0,0,3,2,2,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,23
Petén,2015,179.0,1279,89,1190,188,4,499,50,23,4,4,0,7,415,47,14,0,24,0,0,3,2,0,3,0,1,0,1,3,2,2,9,14,15,20,37,41,47,45,41,46,56,65,56,46,51,44,39,54,51,38,38,32,33,31,20,34,27,17,18,20,21,14,13,8,14,9,5,6,4,9,10,7,5,5,5,3,1,1,3,4,0,4,3,1,2,1,1,0,3,0,0,0,1,0,1,2,0,2,1,1,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Quetzaltenango,2015,488.0,1775,138,1637,423,6,676,59,12,9,6,0,16,502,58,3,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,12,24,36,57,55,77,63,69,73,76,76,60,70,62,54,80,61,57,49,46,55,50,35,48,43,45,21,29,26,11,17,13,19,15,20,16,11,11,6,11,5,6,5,8,9,10,5,2,3,6,4,2,6,3,3,3,4,2,2,1,2,1,1,0,3,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,8
Quiché,2015,183.0,1085,106,979,49,1,99,859,5,19,0,0,1,45,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,14,24,37,34,44,43,29,42,43,37,30,41,40,30,45,30,47,34,40,37,27,21,26,17,24,11,13,18,16,15,5,7,18,6,13,3,11,2,14,4,4,3,7,8,4,2,5,2,6,4,3,6,1,4,1,3,5,1,1,1,2,0,1,3,1,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
Retalhuleu,2015,189.0,1506,170,1336,109,2,785,101,24,11,3,0,8,411,41,3,1,7,0,4,7,3,4,2,3,4,6,1,4,5,2,8,13,20,19,29,34,40,59,51,64,65,54,66,51,51,61,54,51,46,42,40,36,46,24,34,43,25,29,23,20,28,15,23,14,13,12,11,11,12,12,8,7,4,10,9,10,8,5,5,3,3,4,5,0,3,3,2,1,0,2,2,2,1,0,0,0,0,3,0,1,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1
Sacatepéquez,2015,152.0,1558,157,1401,120,2,687,59,16,8,2,1,12,596,44,6,0,5,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,13,12,27,47,34,48,60,57,60,48,63,49,69,77,48,65,45,57,56,41,53,36,42,45,32,34,26,20,19,16,23,14,14,15,9,17,9,13,7,13,10,6,6,6,5,7,4,5,4,3,4,4,3,2,0,4,1,3,0,1,1,1,0,0,0,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,32
San Marcos,2015,308.0,2003,184,1819,327,3,757,108,9,14,3,0,28,606,126,14,1,7,0,0,0,0,0,0,0,0,1,1,1,0,5,2,7,19,19,32,46,53,59,61,52,82,73,74,68,86,77,69,68,52,54,48,62,74,44,40,53,46,42,36,40,37,32,36,16,32,20,17,21,6,20,16,17,14,8,8,11,5,16,6,6,2,6,6,7,3,2,5,4,4,3,5,3,3,2,1,2,2,2,2,3,4,4,4,3,1,2,0,2,0,0,2,0,0,0,0,0,24
Santa Rosa,2015,218.0,950,79,871,97,1,360,126,7,5,4,0,1,273,70,2,0,4,0,2,0,0,0,0,0,1,1,0,2,0,0,5,4,7,15,17,26,34,41,31,44,48,38,45,34,43,32,37,41,13,35,26,26,27,21,14,26,15,11,7,20,13,6,6,7,8,13,9,7,2,6,8,10,4,3,5,5,3,6,4,2,6,1,2,2,0,1,1,1,1,3,1,2,4,0,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2
Sololá,2015,70.0,636,78,558,149,2,234,22,3,0,0,0,3,200,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,7,10,14,21,17,20,21,31,26,23,19,18,20,16,32,10,31,15,22,27,16,8,17,16,10,11,6,9,13,15,8,7,4,3,4,0,5,8,2,8,10,4,0,3,1,1,3,2,1,7,1,2,0,0,3,0,1,2,0,2,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,7
Suchitepéquez,2015,217.0,2219,190,2029,256,8,1066,63,19,3,5,0,16,725,46,8,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,4,8,17,25,47,80,81,70,78,106,82,72,90,84,73,87,79,84,59,79,68,67,75,49,62,56,47,52,25,38,23,23,26,16,16,26,14,28,14,15,12,12,11,3,7,11,6,4,4,10,5,3,9,7,8,7,9,4,0,1,7,5,3,2,2,1,3,0,0,3,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5
Totonicapán,2015,120.0,511,77,434,93,0,223,31,1,0,2,0,1,137,21,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,2,2,9,16,15,21,18,19,25,26,26,21,17,18,15,15,15,12,9,12,14,9,11,17,4,11,11,13,7,6,5,7,5,2,5,7,1,2,7,3,3,3,3,4,1,4,1,1,1,0,2,1,1,0,0,3,1,2,1,1,2,1,3,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2
Zacapa,2015,188.0,609,54,555,76,1,281,14,5,0,3,0,11,193,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,10,9,18,20,17,20,24,33,21,23,25,22,21,20,25,13,23,18,16,21,14,9,13,11,10,10,12,9,10,9,4,4,5,5,3,4,3,2,3,4,3,2,1,2,2,1,1,0,3,2,1,4,1,0,5,0,2,1,2,0,0,2,1,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11
Alta Verapaz,2016,114.0,3496,506,2990,442,8,1339,187,29,5,10,1,22,1145,273,14,0,21,0,4,1,0,3,0,0,1,2,1,1,4,3,4,10,23,41,85,85,99,112,122,134,126,122,111,126,149,137,136,137,108,122,119,86,122,95,82,80,68,89,41,72,67,32,60,45,25,29,13,39,20,27,11,25,18,13,16,19,13,20,8,14,6,11,10,6,8,4,3,11,4,2,6,5,4,0,5,1,2,1,3,0,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,18
Baja Verapaz,2016,115.0,746,71,675,119,2,253,9,8,1,1,0,7,316,27,2,0,1,0,0,2,0,0,1,2,1,2,0,1,1,1,2,3,9,9,13,14,27,25,26,37,29,33,28,23,18,30,31,24,30,30,18,21,19,24,12,8,18,11,8,15,11,5,13,7,11,4,6,5,1,7,1,4,4,6,5,7,5,2,0,2,0,0,3,0,2,1,2,1,1,1,1,1,2,1,0,0,3,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,10
Chimaltenango,2016,106.0,1678,166,1512,211,6,636,103,6,27,4,2,12,543,116,7,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,12,14,27,47,47,62,59,47,68,62,70,60,63,85,39,54,46,66,50,47,48,36,29,49,21,49,30,34,26,27,26,21,17,18,22,17,7,11,8,9,14,11,5,11,6,10,4,6,2,4,6,3,8,4,1,2,3,2,3,3,4,1,0,2,2,3,1,1,0,4,0,0,2,1,3,0,0,0,0,0,0,0,0,0,8
Chiquimula,2016,158.0,412,44,368,64,2,127,15,5,1,3,0,0,183,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,7,14,14,14,12,15,21,13,14,12,19,17,14,21,18,19,12,9,11,8,11,12,12,6,4,3,2,6,4,5,5,4,3,1,0,3,3,1,2,2,1,3,5,3,2,3,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
El Progreso,2016,95.0,674,140,534,39,2,214,43,1,3,0,0,8,296,63,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,2,7,10,10,17,15,34,18,30,21,19,24,19,24,20,23,20,29,23,19,19,14,22,23,12,16,12,17,10,7,8,6,12,12,2,12,3,2,5,3,2,1,4,3,3,0,0,5,5,5,3,4,1,1,1,2,1,1,2,0,0,1,1,0,2,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10
Escuintla,2016,297.0,295,18,277,58,0,155,10,2,0,0,0,2,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,15,14,9,25,12,17,9,13,12,17,13,16,14,9,7,9,2,8,1,7,3,10,2,3,1,2,4,1,0,1,0,2,1,3,2,2,0,1,1,0,1,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2016,2142.0,5912,593,5319,763,12,1656,207,34,28,12,0,243,2675,248,21,4,8,1,0,0,0,1,2,1,0,1,3,1,1,2,5,9,8,29,59,100,124,177,188,206,208,230,206,229,231,271,225,235,195,185,224,197,205,193,161,165,129,122,95,108,83,58,71,57,51,66,66,62,30,44,28,24,42,26,15,27,22,32,19,24,20,11,19,13,12,13,11,6,7,4,8,5,4,4,4,4,1,2,2,2,5,0,0,4,1,1,0,1,1,0,0,1,1,0,0,1,166
Huehuetenango,2016,176.0,1228,182,1046,192,5,551,81,12,3,0,0,5,311,57,8,0,3,0,0,0,0,0,0,0,0,0,0,2,5,1,3,9,9,19,31,33,39,34,40,44,54,37,48,46,35,42,36,36,44,37,29,32,29,36,31,29,19,31,21,25,15,15,19,10,4,11,9,10,7,9,6,14,13,4,8,10,7,6,5,4,8,6,3,3,1,6,4,3,1,2,5,4,5,1,2,2,4,0,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,7
Izabal,2016,189.0,586,45,541,2,0,306,60,7,2,0,0,5,178,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,10,17,20,19,17,26,20,27,20,20,17,29,22,27,19,23,17,24,22,15,11,15,16,15,12,5,6,6,10,6,11,4,5,3,2,2,4,2,3,3,1,2,3,2,1,1,0,1,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jalapa,2016,126.0,590,56,534,34,3,270,15,3,0,0,1,0,242,15,5,0,2,0,0,0,0,1,0,0,3,0,0,0,0,3,0,5,6,13,23,14,20,25,30,18,24,18,26,27,23,11,9,27,6,9,24,16,10,11,7,22,14,14,7,9,11,8,6,7,6,4,6,9,2,2,2,3,5,3,4,3,1,2,1,3,0,1,4,0,0,2,0,2,0,3,2,1,1,1,2,0,2,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1
Jutiapa,2016,235.0,1031,126,905,77,2,340,58,8,6,1,0,8,479,46,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,16,17,42,34,34,29,38,42,43,33,28,28,30,34,36,25,31,22,27,19,17,18,24,13,26,12,14,13,16,14,15,12,9,6,15,8,10,9,9,6,3,5,5,6,10,5,5,4,5,7,2,2,4,6,6,3,0,3,2,3,3,1,3,1,0,0,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45
Petén,2016,124.0,1275,88,1187,195,1,378,49,16,1,3,1,9,546,47,4,0,25,0,0,0,2,1,1,1,3,0,1,1,1,6,7,3,12,13,22,37,48,43,50,62,67,49,50,60,35,47,51,48,46,51,38,37,42,34,25,14,18,29,15,22,22,18,12,8,8,9,10,5,3,6,3,5,6,10,2,7,5,4,4,2,4,1,9,2,1,3,2,2,2,0,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quetzaltenango,2016,405.0,1882,156,1726,401,12,737,56,18,3,3,0,14,570,66,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,2,3,5,20,35,65,70,88,63,96,91,60,76,85,72,77,51,80,48,55,47,57,57,37,45,44,39,51,14,35,27,25,24,18,15,18,7,19,10,18,14,6,10,9,4,7,8,4,5,7,5,2,4,1,2,2,7,7,2,0,1,3,0,0,3,1,0,2,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Quiché,2016,166.0,998,95,903,42,0,58,814,3,20,0,1,2,51,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,12,15,33,34,36,47,46,49,34,50,36,36,46,32,42,26,30,25,34,22,20,13,18,17,20,18,13,11,16,17,13,12,9,9,7,6,3,8,5,7,4,3,5,4,4,3,3,2,0,5,3,2,1,2,4,5,2,0,3,0,1,0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Retalhuleu,2016,187.0,1698,211,1487,156,7,827,78,21,5,10,0,6,501,71,9,1,6,0,7,2,3,6,5,9,3,10,8,5,8,8,11,15,10,24,27,53,55,57,66,59,66,60,91,63,47,74,43,52,60,60,32,54,52,47,33,39,24,21,14,28,36,18,19,8,19,19,11,15,5,11,7,12,5,15,7,5,7,2,6,3,1,6,2,4,6,0,5,2,5,6,1,4,1,0,0,2,0,1,1,1,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Sacatepéquez,2016,133.0,1431,122,1309,94,9,718,46,12,2,0,0,7,518,19,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,8,8,14,31,43,43,57,45,56,60,74,55,64,71,53,54,47,56,38,38,45,30,29,30,23,25,15,22,20,19,19,10,19,12,7,10,10,18,10,7,18,3,5,4,1,4,2,3,2,6,11,4,0,3,1,2,0,2,3,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49
San Marcos,2016,233.0,2039,184,1855,439,6,753,123,16,7,5,1,20,561,96,6,2,4,0,0,0,2,2,1,2,0,1,0,1,1,2,2,8,10,20,38,54,61,60,68,75,76,48,84,79,67,74,63,91,58,76,63,40,77,47,52,46,44,54,32,31,28,21,24,20,26,24,17,31,7,24,8,17,12,11,4,13,10,10,5,7,6,5,7,4,5,2,6,3,1,4,3,1,5,4,0,0,0,3,4,1,1,0,3,0,0,2,1,2,0,0,1,0,0,0,0,0,36
Santa Rosa,2016,179.0,1022,92,930,65,0,421,116,7,0,0,0,6,352,52,2,0,1,0,0,0,0,0,1,0,0,1,1,0,2,1,0,4,10,9,15,31,32,47,53,42,51,34,42,46,36,44,36,47,29,33,22,33,25,36,31,19,15,25,16,11,12,11,7,5,9,9,5,6,4,6,6,4,4,0,3,3,2,3,5,6,2,3,2,5,3,2,3,1,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sololá,2016,63.0,544,68,476,112,1,206,25,11,1,1,1,3,162,20,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,2,2,4,13,8,22,15,16,20,20,26,21,15,18,16,13,24,11,13,15,14,16,16,10,20,8,15,10,12,12,6,6,10,3,8,6,7,2,4,4,6,2,5,1,1,2,2,2,1,3,0,4,1,4,0,1,3,0,2,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
Suchitepéquez,2016,188.0,2243,221,2022,319,6,1017,78,18,4,3,0,31,672,77,11,2,5,0,1,0,0,1,1,0,0,0,0,1,1,3,4,6,20,41,53,52,56,59,79,85,90,87,113,81,78,92,82,96,77,74,73,68,58,60,35,50,45,46,38,26,37,29,23,11,14,30,19,23,6,11,11,8,10,10,6,7,10,9,9,9,7,7,6,3,1,4,1,3,4,2,4,6,2,3,4,1,0,6,0,1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,47
Totonicapán,2016,86.0,484,59,425,44,1,230,38,2,0,2,0,1,99,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,13,16,19,21,27,19,21,21,23,13,12,10,12,16,11,13,10,11,16,13,12,14,10,3,10,6,14,11,3,7,6,2,5,1,5,3,3,3,2,1,5,1,0,0,0,0,1,0,3,3,0,0,2,1,1,3,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
Zacapa,2016,148.0,539,42,497,48,1,253,36,8,1,2,0,4,169,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,9,15,11,17,12,16,29,17,21,24,26,24,17,26,23,14,15,11,11,15,11,16,13,8,8,8,4,4,6,8,5,3,6,4,3,6,7,2,3,2,1,4,1,2,2,0,2,1,0,0,1,3,1,5,1,2,2,1,1,1,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
Alta Verapaz,2017,112.0,4220,702,3518,593,5,1468,161,29,2,14,0,27,1593,284,18,1,24,1,4,1,0,3,2,2,0,1,2,3,4,3,5,23,19,32,77,111,138,155,175,171,165,167,158,135,168,163,149,175,125,126,116,88,133,109,114,107,79,102,66,63,54,54,79,56,53,39,23,47,27,20,20,16,23,19,11,19,15,21,12,15,14,7,15,4,5,9,3,13,4,6,3,5,5,4,2,7,1,4,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,36
Baja Verapaz,2017,117.0,635,68,567,74,1,204,21,9,1,0,0,2,294,21,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,5,14,14,16,27,19,31,27,27,28,24,28,34,24,22,16,21,21,16,27,9,17,15,11,12,7,6,5,8,7,6,8,2,3,3,9,4,2,3,1,4,3,2,5,1,3,0,2,2,1,2,2,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11
Chimaltenango,2017,129.0,1643,186,1457,141,6,646,113,10,32,1,0,2,554,120,6,7,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,6,8,12,32,43,47,71,70,64,78,51,60,44,59,68,52,56,53,61,37,31,53,28,46,36,35,47,33,37,26,19,22,11,28,20,13,18,9,10,7,3,15,5,6,13,5,2,6,6,3,2,6,4,3,9,5,1,7,5,0,4,4,2,2,2,1,0,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,9
Chiquimula,2017,164.0,449,62,387,52,0,126,17,3,2,0,0,3,231,12,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,5,5,12,8,19,10,17,14,17,21,15,16,16,23,14,13,12,11,15,15,12,10,6,14,6,12,9,5,3,8,5,6,6,2,3,4,2,3,2,1,1,5,5,1,2,4,2,1,0,3,1,1,0,0,0,0,1,1,1,1,1,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10
El Progreso,2017,108.0,807,141,666,31,4,292,31,1,2,0,0,4,376,64,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,7,12,20,14,23,28,33,37,28,26,32,37,34,36,30,17,26,26,15,14,29,22,22,14,11,16,15,10,10,9,14,10,12,10,10,6,1,5,3,5,2,3,2,5,4,4,2,5,2,2,2,3,2,0,4,0,2,1,1,2,0,0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,15
